OBJECTID,LIFECYCLESTATUS,INSTALLDATE,ASSET_TYPE,ASSET_ID,ENTNAME,ROAD_ID,ADDRESS_ID,CIVIC_ADDRESS,OWNER,ASBUILTNUMBER,POSITION_ACCURACY,ACCESSTYPE,ACCESSDIAMETER,TOPOFCATCHBASIN,INVERTELEVATION,SUMP,x,y
3745,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10039476,CB-1109232,25173,94021,57 KAREN WALK,City of Waterloo,5-905,GPS +/- 0.5m,Grate,,336.225,,No,-80.5455069539844,43.4580684968409
3746,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10040646,CB-1109182,4806,76579,65B CHURCHILL ST,City of Waterloo,5-635,GPS +/- 0.5m,Grate,,343.416,,No,-80.5511377569375,43.4554697421871
3747,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10041527,CB-1110352,5746,76386,546 WESTVALE DR,City of Waterloo,5-1011,GPS +/- 0.5m,Grate,,362.84,,Yes,-80.5497994449639,43.4449450538365
3748,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10042633,CB-1112116,5657,76767,8 ROOSEVELT AVE,City of Waterloo,5-329,GPS +/- 0.5m,Grate,,344.915,,Yes,-80.5484750688152,43.4536037224018
3749,Active,12/31/2014 12:00:00 AM,Single Catchbasin,10037091,CB-1150626,1837,91822,48 HIGH ST,City of Waterloo,15-860,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5309578015567,43.4811776714723
3750,Active,1/1/1961 12:00:00 AM,Single Catchbasin,10043720,L66R-7,108,94085,277 LONGFELLOW DR,City of Waterloo,5-320,TSS,Grate,,334.423,,Yes,-80.5457112796297,43.4653226241538
3751,Active,1/1/1981 12:00:00 AM,Single Catchbasin,10041542,CB-1110796,4457,77696,180 WESTVALE DR,City of Waterloo,5-1126,GPS +/- 0.5m,Grate,,361.86,,Yes,-80.5574403412295,43.449692672747
3752,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10041710,CB-1103487,25667,97654,387 BEAVER CREEK RD,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5798101427188,43.471952498733
3753,Active,2/10/1966 12:00:00 AM,Single Catchbasin,10038386,L58L-22A,7291,92376,116 UNIVERSITY AVE W,Region of Waterloo,5-506,TSS,Grate,,338.493,,No,-80.5341763244577,43.4728762228118
3754,Active,1/1/1991 12:00:00 AM,Single Catchbasin,10038009,L51R-38,8586,90763,132 DUNBAR RD S,City of Waterloo,15-396,GPS +/- 0.5m,Grate,,342.856,341.16,Yes,-80.5252715557783,43.4563721388519
3755,Active,,Single Catchbasin,10044405,CB-1122764,7784,83081,16 SOUTHWICK PL,Region of Waterloo,,TSS,Grate,,323.726,,,-80.4999940532626,43.4868161309144
3756,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10041938,CB-1142348,8028,75351,115 NORTHLAKE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5652677457131,43.4941148769245
3757,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10043928,CB-1142178,8156,71826,148B NORTHLAKE DR,City of Waterloo,5-981,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.561253058038,43.4942841116456
3758,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10039342,CB-1117226,7885,85410,459 LEE AVE,City of Waterloo,5-756,P(0.1),Grate,,331.111,,Yes,-80.5081022094711,43.4975874981262
3759,Active,11/21/2011 12:00:00 AM,Single Catchbasin,10037088,CB-1147344,80143,121851,584 MANOR RIDGE CRES ,City of Waterloo,5-2289,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.4918705215174,43.5217060181643
3760,Active,1/1/1973 12:00:00 AM,Single Catchbasin,10041932,CB-1117204,7909,84984,444 LEE AVE,City of Waterloo,,P(0.1),Grate,,331.984,,No,-80.5069606331155,43.4971311964472
3761,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10038566,CB-1110309,5778,76875,209 HALDANE CRT,City of Waterloo,5-1009A,GPS +/- 0.5m,Grate,,372.05,,Yes,-80.5526600650331,43.4414702851067
3762,Active,11/21/2011 12:00:00 AM,Single Catchbasin,10044113,CB-1147335,80139,112659,821 COPPER RIDGE DR,City of Waterloo,5-2291,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.4935557017668,43.5209521362814
3763,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10045293,F11R-16,7161,92336,72 BLYTHWOOD RD,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,337.233,,Yes,-80.5329901193446,43.4876271944249
3764,Active,1/1/1993 12:00:00 AM,Single Catchbasin,10044879,MPLN22L-52,2222222,71444,581 THORNDALE DR,City of Waterloo,5-1591,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5613299032251,43.44281475739
3765,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10045086,HS1L-11A,4124,78220,227 BAKER ST,City of Waterloo,5-1494,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5588362299559,43.4384739307158
3766,Active,1/1/1972 12:00:00 AM,Single Catchbasin,10038006,C4L-120A,8056,93951,510B LONELM CRT,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,NI,-80.5450652515755,43.4913619516028
3767,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10045054,C10R-016,7220,72286,186 CORRIE CRES,City of Waterloo,,Estimated/Unknown,Grate,,346.777,,No,-80.5493216322385,43.4839369725604
3768,Active,1/1/1981 12:00:00 AM,Single Catchbasin,10039658,CLRS12L-5,171,77890,414 BARRINGTON LANE,City of Waterloo,5-1098,Aerial Photo +/- 0.5m,Grate,,350.945,,Yes,-80.5579954129357,43.4568683947257
3769,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10044481,CLS9L-11,2222222,76800,81 MCCARRON CRES,City of Waterloo,5-841,Eng Dwg/As Built +/- 2m,Grate,,,,NA,-80.5527016213506,43.4582849502399
3770,Active,1/1/2004 12:00:00 AM,Double Catchbasin,10044385,CB-1142889,7197,88009,373 WEBER ST N,City of Waterloo,41-286,Estimated/Unknown,Grate,,0,,Yes,-80.524261109539,43.4827406784312
3771,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10043467,CB-1122876,7757,83191,335 BRAEMORE AVE,City of Waterloo,,TSS,Grate,,329.142,,Yes,-80.4991939477268,43.4905857280683
3772,Active,1/1/1999 12:00:00 AM,Double Catchbasin,10039610,CB-1142895,25813,98104,798 BONAVISTA DR,City of Waterloo,5-1917,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5012590359387,43.5056012003302
3773,Active,1/1/2011 12:00:00 AM,Single Catchbasin,10039547,CB-1149279,12810,82161,411 CARENE CRT,City of Waterloo,15-905,Eng Dwg/As Built +/- 2m,Grate,,111.111,330.119,Yes,-80.4917003108476,43.4913734135734
3774,Active,,Single Catchbasin,10038663,CB-1128749,10619,89796,66 ERB ST E,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,321.55,,No,-80.5179501401316,43.4656825702259
3775,Active,1/1/1951 12:00:00 AM,Single Catchbasin,10044390,CB-1143444,1546,121111,162 HERBERT ST,City of Waterloo,, ,Grate,,0,,,-80.5189986021035,43.4630484312217
3776,Active,,Single Catchbasin,10044274,MPLN17R-171,2222222,78355,523A ROSEMEADOW CRES,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,368.854,,,-80.5557960693631,43.4437692567818
3777,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10043234,L11R-3A,10511,81766,279 BLUEVALE ST N 38,City of Waterloo,5-658,P(0.1),Grate,,323.091,,Yes,-80.4990595134363,43.4806545618916
3778,Active,1/1/1964 12:00:00 AM,Single Catchbasin,10045013,CB-1127467,7154,92469,480 PARKWOOD CRT,City of Waterloo,5-441,GPS +/- 0.5m,Grate,,338.935,,Yes,-80.53439160968,43.4880659484838
3779,Active,,Single Catchbasin,10042812,CB-1127524,731,104206,67 MILFORD AVE,Region of Waterloo,,GPS +/- 0.5m,Grate,,337.116,,,-80.5310883278837,43.4865482807029
3780,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10039423,CB-1146778,29532,103999,560 WESTMOUNT RD N,Region of Waterloo,41-364 for tender,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.567277369266,43.4855720312443
3781,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10041113,L38R-18A,7391,85477,158 BRIDGEPORT RD E,Region of Waterloo,,P(0.1),Grate,,327.444,,Yes,-80.5083150871576,43.4715417291951
3782,Active,1/6/1999 12:00:00 AM,Single Catchbasin,10224460,CB-1165077,28092,98929,626 MOUNTAIN MAPLE AVE,City of Waterloo,5-1822,Eng Dwg/As Built +/- 2m,,,,,,-80.590371543215,43.4643468374455
3783,Active,1/1/1992 12:00:00 AM,Single Catchbasin,10038564,CB-1115727,12838,95167,150 SHADOW WOOD CRT,City of Waterloo,5-1573,Digitized +/- 2m,Grate,,0,,Yes,-80.4870058538643,43.4858958414004
3784,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10039553,CB-1103578,632,79120,461 BRYNHURST BLVD,City of Waterloo,5-1352,Aerial Photo +/- 0.5m,Grate,,356.49,,Yes,-80.5651446637749,43.4586318900486
3785,Active,1/1/1952 12:00:00 AM,Single Catchbasin,10040146,L38R-26,7389,84949,9 ELLIS CRES N,City of Waterloo,,TSS,Grate,,325.982,,Yes,-80.5069441870679,43.4706957763877
3786,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10041449,C3R-2,8101,92992,81 LONGWOOD DR,City of Waterloo,,GPS +/- 0.5m,Grate,,334.636,,No,-80.5372264002014,43.4907997540941
3787,Active,1/6/1999 12:00:00 AM,Single Catchbasin,10224461,CB-1165076,28092,98923,614 MOUNTAIN MAPLE AVE,City of Waterloo,5-1822,Eng Dwg/As Built +/- 2m,,,,,Yes,-80.5901090766483,43.4639480507593
3788,Active,1/1/1974 12:00:00 AM,Double Catchbasin,10037474,CLS2L-2A,4793,72673,92 KEATS WALK,City of Waterloo,5-779,GPS +/- 0.5m,Grate,,333.912,,No,-80.548137842733,43.4603642001973
3789,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10037437,CB-1130380,163,78238,180 CASTLEGATE CRES,City of Waterloo,5-864,GPS +/- 0.5m,Grate,,346.544,,No,-80.5588197015987,43.4609611559226
3790,Active,6/1/2011 12:00:00 AM,Single Catchbasin,10041123,CB-1148891,1586,90027,156 PARK ST,City of Waterloo,15-918,Eng Dwg/As Built +/- 2m,Grate,,329.12,327.5,Yes,-80.5197771337953,43.4584119922316
3791,Active,1/1/1960 12:00:00 AM,Single Catchbasin,10038406,L66R-13,109,72024,298 ALGONQUIN DR,City of Waterloo,5-321,TSS,Grate,,350.059,,No,-80.5466947278331,43.4641284094583
3792,Active,1/1/1966 12:00:00 AM,Double Catchbasin,10044724,L66R-24,113,72337,319 SHAKESPEARE PL,City of Waterloo,5-319,GPS +/- 0.5m,Grate,,345.952,,No,-80.5488277846379,43.466523833033
3793,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10038181,L17L-118A,7784,83268,21 PITTSFORD CLOSE,Region of Waterloo,,TSS,Grate,,322.155,,,-80.5005192760385,43.4866441211387
3794,Active,,Single Catchbasin,10041567,CB-1122758,7780,82973,15 CROYDEN PL,Region of Waterloo,,TSS,Grate,,329.458,,,-80.4969299297901,43.4881776729105
3795,Active,,Single Catchbasin,10045075,L17L-122,7780,82989,13 CROYDEN PL,Region of Waterloo,,TSS,Grate,,329.138,,,-80.4973024990184,43.487825228168
3796,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10042560,CB-1103470,4250,97454,285 BEAVER CREEK RD,City of Waterloo,5-1736,Digitized +/- 2m,Grate,,0,,Yes,-80.5801016899127,43.4704054700795
3797,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10040866,MPLN22L-21,5805,77993,533 THORNDALE DR,City of Waterloo,5-1280B,Eng Dwg/As Built +/- 2m,Grate,,376.755,,Yes,-80.5580259568799,43.4443442406939
3798,Active,1/1/1995 12:00:00 AM,Single Catchbasin,10038453,CB-1115712,12999,95109,233 PASTERN TRAIL,City of Waterloo,5-1616,Digitized +/- 2m,Grate,,0,,Yes,-80.4861667908773,43.4899138048526
3799,Active,,Single Catchbasin,10040179,L17L-117,7462,100405,230 HARVARD PL,Region of Waterloo,,TSS,Grate,,321.023,,,-80.500889439746,43.4862997291501
3800,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10042383,CB-1143136,27059,97564,416 OLD OAK DR,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5839081127876,43.4705305195207
3801,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10041960,CB-1142377,8267,73139,222 NORTHLAKE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5545009437861,43.4949133783394
3802,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10039067,CB-1144321,2222222,74705,404 NORTHLAKE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,,-80.5614317561501,43.499872117257
3803,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10038707,CB-1142245,8348,74602,392 NORTHLAKE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5608350662294,43.500611866625
3804,Active,1/1/1962 12:00:00 AM,Single Catchbasin,10042998,CB-1127427,7208,92347,34 CARDILL CRES,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,339.39,,Yes,-80.5336788414056,43.4803664574841
3805,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10041347,CB-1122899,3459,85470,302 LEXINGTON RD,City of Waterloo,"5-743, 5-1314",TSS,Grate,,331.976,,Yes,-80.5077054014223,43.4963649890858
3806,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10039815,CB-1143651,80035,119049,493 ST MORITZ AVE,City of Waterloo,5-2138,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5785068272515,43.4503261038785
3807,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10038801,CB-1123861,10511,81745,285 BLUEVALE ST N 21,City of Waterloo,,P(0.1),Grate,,322.83,,No,-80.4996444305937,43.48175822414
3808,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10043829,CB-1122797,7969,86798,136 DEARBORN PL,City of Waterloo,5-1153,TSS,Grate,,325.121,,Yes,-80.5158786424239,43.4873272662068
3809,Active,1/1/2002 12:00:00 AM,Single Catchbasin,10044790,CB-1142792,27878,101010,753 CEDAR BEND DR,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5911781437298,43.4761314749654
3810,Active,1/1/1998 12:00:00 AM,Single Catchbasin,10042515,CB-1143105,26409,97856,537 BEAVER CREEK CRES,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5813074649306,43.4726307164166
3811,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10043380,CB-1143197,7209,92399,87 COLUMBIA ST W,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5338235889384,43.4790730266058
3812,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10038393,C3R-4,8101,92754,91 LONGWOOD DR,City of Waterloo,,GPS +/- 0.5m,Grate,,335.099,,No,-80.5365520411971,43.4908813930858
3813,Active,1/1/1992 12:00:00 AM,Double Catchbasin,10037175,CB-1110954,4118,78537,662 GRANGE CRES,City of Waterloo,5-1544,Eng Dwg/As Built +/- 2m,Grate,,380.98,,Yes,-80.5601018924784,43.4384204626101
3814,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10042019,CB-1142529,3447,88459,70 FROBISHER DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5334356267689,43.5036699706726
3815,Active,1/1/1984 12:00:00 AM,Single Catchbasin,10042681,CB-1103559,4409,79213,267 ROXTON DR,City of Waterloo,5-1186,Aerial Photo +/- 0.5m,Grate,,350.68,,Yes,-80.5654747753622,43.4636108059524
3816,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10042831,CB-1142239,8229,74609,665 MONARCH PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5605139928199,43.4996020511974
3817,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10037425,CB-1143574,27675,97154,253 HOLBEACH CRT,City of Waterloo,5-1886,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5185971438153,43.4896888485026
3818,Active,1/1/1984 12:00:00 AM,Single Catchbasin,10044401,CB-1142354,8153,74678,149B NORTHLAKE DR,City of Waterloo,5-996,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.561267617087,43.4940968169363
3819,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10042272,CB-1103469,4250,97618,282 BEAVER CREEK RD,City of Waterloo,5-1736,Digitized +/- 2m,Grate,,0,,Yes,-80.5799755497652,43.4704156643358
3820,Active,1/1/1956 12:00:00 AM,Single Catchbasin,10038035,CN6R-9,3265,82840,380 HILLSIDE ST,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5028987507881,43.5011667544171
3821,Active,1/1/2002 12:00:00 AM,Double Catchbasin,10045046,CB-1143634,28478,99581,834 WHITECAP AVE,City of Waterloo,5-2013,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5040308075551,43.5158747205121
3822,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10039376,CN8R-3,3532,82896,475 LORINDALE ST,City of Waterloo,5-1122,"x,y and Top from survey 2013",Grate,,326.14,,Yes,-80.5060325624324,43.502133759484
3823,Active,1/1/1961 12:00:00 AM,Single Catchbasin,10040653,CB-1127431,1813,92283,383 TAMARACK DR,City of Waterloo,,GPS +/- 0.5m,Grate,,335.137,,Yes,-80.5310018063568,43.4821450349485
3824,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10040130,CLS14R-1,3333333,99178,689 KEATS WAY,City of Waterloo,5-2148,Aerial Photo +/- 0.5m,Grate,,,,NA,-80.5761088501243,43.454483846365
3825,Active,1/1/1997 12:00:00 AM,Double Catchbasin,10039586,CN8L-190,26114,70667,575 BONAVISTA DR,City of Waterloo,5-1744,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.4995252270385,43.507893948331
3826,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10147719,CB-1152198,26113,70642,584 BONAVISTA DR,City of Waterloo,5-1743B,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.4993104753925,43.5080503856577
3827,Active,1/1/1996 12:00:00 AM,Double Catchbasin,10251921,CB-1148118,4273,96244,223 PINELAND CRT,City of Waterloo,5-1627,Eng Dwg/As Built +/- 2m,,,,,Yes,-80.5772149793205,43.4718140610523
3828,Active,1/1/2003 12:00:00 AM,Single Catchbasin,10042013,CB-1142865,28513,103539,777 KARLSFELD RD,City of Waterloo,5-2029,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5760857444856,43.4551646693813
3829,Active,1/1/2002 12:00:00 AM,Single Catchbasin,10041371,CB-1142864,28509,99182,697 KEATS WAY,City of Waterloo,5-2030,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5766929048305,43.454757376993
3830,Active,1/1/2002 12:00:00 AM,Double Catchbasin,10039146,CB-1142862,28509,99185,703 KEATS WAY,City of Waterloo,5-2030,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5770395078494,43.4546633051834
3831,Active,1/1/1951 12:00:00 AM,Single Catchbasin,10039956,L46R-98A,10676,88972,264 BOWMAN ST,City of Waterloo,,TSS,Grate,,332.86,,,-80.5114502093922,43.4606012275267
3832,Active,1/1/1958 12:00:00 AM,Single Catchbasin,10038293,CB-1129080,227,86928,113A MARSHALL ST,Region of Waterloo,,GPS +/- 0.5m,Grate,,318.74,,,-80.517076460759,43.4749097472587
3833,Active,1/1/1964 12:00:00 AM,Single Catchbasin,10037694,CB-1127446,1850,80878,382 TAMARACK DR,City of Waterloo,,GPS +/- 0.5m,Grate,,335.191,,Yes,-80.5308629105972,43.4822525259152
3834,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10041886,CB-1110927,5807,77959,499 OAKVALE DR 1,City of Waterloo,5-1385,GPS +/- 0.5m,Grate,,379.11,,Yes,-80.5586956035319,43.4438103787481
3835,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10038712,CB-1123963,10543,84049,14 MARGARET AVE N,City of Waterloo,,P(0.1),Grate,,331.533,,,-80.5038832554499,43.471369763327
3836,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10043927,CB-1123870,7420,84296,146 MEAFORD DR,City of Waterloo,,P(0.1),Grate,,324.322,,Yes,-80.5042242250458,43.4802087664617
3837,Active,1/1/1998 12:00:00 AM,Single Catchbasin,10037500,CB-1143638,26725,70928,600 GASPE DR,City of Waterloo,5-1806,Digitized +/- 2m,Grate,,0,,Yes,-80.4999456866758,43.5103355834326
3838,Active,1/1/1956 12:00:00 AM,Single Catchbasin,10038010,L38R-23,7392,85491,206 ROYAL ST,City of Waterloo,5-209,P(0.1),Grate,,324.996,,Yes,-80.50877812237,43.4703748134227
3839,Active,7/31/2018 12:00:00 AM,Single Catchbasin,10200546,CB-1163397,7940,87060,346 DALE CRES,City of Waterloo,15-1194,Eng Dwg/As Built +/- 2m,,,322.06,320.52,,-80.5072442196973,43.4856916234441
3840,Active,1/1/1959 12:00:00 AM,Double Catchbasin,10040306,CB-1144669,239,89714,183 WEBER ST N,Region of Waterloo,,GPS +/- 0.5m,Grate,,317.82,,,-80.5177812178085,43.4757756606391
3841,Active,7/31/2018 12:00:00 AM,Double Catchbasin,10200557,CB-1163394,7940,84880,355 DALE CRES,City of Waterloo,15-1194,Eng Dwg/As Built +/- 2m,,,319.93,317.92,,-80.5068693848187,43.4852972658177
3842,Active,1/1/1971 12:00:00 AM,Single Catchbasin,10041859,L51R-96,6026,92914,34 WESTMOUNT RD S,Region of Waterloo,,GPS +/- 0.5m,Grate,,339.61,,,-80.5351187681928,43.4576226558896
3843,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10044499,F10R-8,7845,88131,450 KING ST N,Region of Waterloo,41-571,GPS +/- 0.5m,Grate,,333.977,,,-80.5275407209327,43.487939942453
3844,Active,7/31/2018 12:00:00 AM,Double Catchbasin,10200549,CB-1163400,7495,85371,295 DALE CRES,City of Waterloo,15-1195,Eng Dwg/As Built +/- 2m,,,321.47,319.99,,-80.5074591268023,43.4839166723419
3845,Active,1/1/1983 12:00:00 AM,Single Catchbasin,10044539,CB-1142327,8014,75429,601 PINE ISLAND CRES,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5634924401241,43.4948780598523
3846,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10038887,CB-1151110,677,95865,281 NORTHLAKE DR,City of Waterloo,5-1236,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5536582245102,43.4984659637761
3847,Active,1/1/1989 12:00:00 AM,Double Catchbasin,10044359,CB-1115678,27325,82242,486 FORESTLAWN RD,City of Waterloo,5-1453,Digitized +/- 2m,Grate,,0,,Yes,-80.4937101536341,43.4999564713894
3848,Active,1/1/1992 12:00:00 AM,Single Catchbasin,10042386,HS1R-14,2222222,78536,642 GRANGE CRES,City of Waterloo,5-1544,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5600280263926,43.4385385257413
3849,Active,6/1/2011 12:00:00 AM,Single Catchbasin,10038602,CB-1149105,1436,89971,61 JOHN ST W,City of Waterloo,15-826A,Eng Dwg/As Built +/- 2m,Grate,,328.78,327.805,,-80.5204773188849,43.4566397274721
3850,Active,1/1/1976 12:00:00 AM,Single Catchbasin,10045393,CB-1117231,7885,85700,298 WHITMORE DR,City of Waterloo,5-756,P(0.1),Grate,,332.082,,Yes,-80.5090398084438,43.4969543755076
3851,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10039965,CB-1124454,687,72973,577 GLEN MANOR BLVD,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5528339047252,43.4913488242073
3852,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10039711,CB-1117928,3380,87633,625 STONEBURY CRES,City of Waterloo,5-1456,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5221343240718,43.505493896024
3853,Active,,Double Catchbasin,10184263,CB-1152530,80492,88396,485 KING ST N,Region of Waterloo,,,,,,,,-80.5282663100779,43.4907024358874
3854,Active,12/4/2004 12:00:00 AM,Double Catchbasin,10041547,CB-1164602,4108,79283,612 ERB ST W,Region of Waterloo,41-432,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5663866621727,43.4480740132394
3855,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10039182,CN15-76,2222222,87365,600 STONEBURY CRES,City of Waterloo,5-1456,Aerial Photo +/- 0.5m,Grate,,0,,NA,-80.5201516274743,43.5040588838232
3856,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10044082,CB-1101657,80492,121107,465 KING ST N,Region of Waterloo,41-572,GPS +/- 0.5m,Grate,,331.655,,,-80.5278106722843,43.4899673495168
3857,Active,5/1/2005 12:00:00 AM,Single Catchbasin,10039314,CB-1150123,7703,82637,415B DAYNA CRES,Region of Waterloo,41-350,Eng Dwg/As Built +/- 2m,Grate,,333.926,332.685,,-80.4989740687722,43.4940375441799
3858,Active,1/1/2003 12:00:00 AM,Single Catchbasin,10043208,CB-1142981,29681,102738,387 RED OSIER RD,City of Waterloo,5-2119,Estimated/Unknown,Grate,,0,,Yes,-80.6012347701442,43.4695383253234
3859,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10043709,MAR-36,3387,88592,80 BATHURST DR,City of Waterloo,,Estimated/Unknown,Grate,,340.243,,Yes,-80.5378939859881,43.5087219763149
3860,Active,1/1/2006 12:00:00 AM,Single Catchbasin,10040402,CB-1127385,9069,90988,18 FIR ST,City of Waterloo,15-753,GPS +/- 0.5m,Grate,,327.08,,,-80.5265548480575,43.4772784050838
3861,Active,1/1/1993 12:00:00 AM,Single Catchbasin,10043659,CB-1110987,3928,71604,610 CARDIFF ST,City of Waterloo,5-1568,GPS +/- 0.5m,Grate,,382.06,,Yes,-80.5587235499342,43.441012486418
3862,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10147006,CB-1152134,7736,87428,515A BARWICK CRES,City of Waterloo,5-1421,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5210032727905,43.4977453016323
